PIN Code,District,Division / Sub-Division,Post Office / Area,Company Name,CIN / LLPIN,Address,Zauba URL
721304,West Midnapore,Midnapore,Dharenda B.O,HAZARLAKH HOLDINGS PRIVATE LIMITED,U70109WB2022PTC256929,"Bansal Bhawan, Malancha Road Holding No. 294/246, Ward No. 16   , Kharagpur, West Bengal, India - 721304  Kharagpur West Bengal 721304 India",https://www.zaubacorp.com/HAZARLAKH-HOLDINGS-PRIVATE-LIMITED-U70109WB2022PTC256929
700057,North 24 Parganas,North Presidency,Ariadaha S.O,DK&S2 INFRACON PRIVATE LIMITED,U70109WB2022PTC257322,"ADYAMA ABASAN BL-B 4TH-FR FL-B 23 M.M.FEEDER ROAD LP-34/65 ARIADAHA   , KOLKATA, West Bengal, India - 700057  KOLKATA West Bengal 700057 India",https://www.zaubacorp.com/DK-AND-S2-INFRACON-PRIVATE-LIMITED-U70109WB2022PTC257322
700088,Kolkata,Calcutta South,Brace Bridge S.O,DREAMSTAY REALESTATE PRIVATE LIMITED,U70109WB2022PTC257410,"229, A.J.C Bose Road, Crescent Tower 3rd Floor  , Kolkata, West Bengal, India - 700020  Kolkata West Bengal 700088 India",https://www.zaubacorp.com/DREAMSTAY-REALESTATE-PRIVATE-LIMITED-U70109WB2022PTC257410
743412,North 24 Parganas,Barasat,Basirhat College S.O,BIKASH INFRASTRUCTURE PRIVATE LIMITED,U70109WB2022PTC258091,"C/O - Bikash Mali, Bidyasagar Pally Jharkhali, Basanti   , Kolkata, West Bengal, India - 743312  Kolkata West Bengal 743312 India",https://www.zaubacorp.com/BIKASH-INFRASTRUCTURE-PRIVATE-LIMITED-U70109WB2022PTC258091
700099,Kolkata,Calcutta South,Kalikapur S.O,ARRELIC INFRASTRUCTURE PRIVATE LIMITED,U70109WB2022PTC258195,"A/41/1, GANGA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/ARRELIC-INFRASTRUCTURE-PRIVATE-LIMITED-U70109WB2022PTC258195
700099,Kolkata,Calcutta South,Kalikapur S.O,EDGEVIEW REALCON PRIVATE LIMITED,U70109WB2022PTC258200,"83, AHALLYA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/EDGEVIEW-REALCON-PRIVATE-LIMITED-U70109WB2022PTC258200
700099,Kolkata,Calcutta South,Kalikapur S.O,BUILDMAN INFRATECH PROJECTS PRIVATE LIMITED,U70109WB2022PTC258202,"A/41, GANGANAGAR, MUKUNDAPUR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/BUILDMAN-INFRATECH-PROJECTS-PRIVATE-LIMITED-U70109WB2022PTC258202
700099,Kolkata,Calcutta South,Kalikapur S.O,LIVINGSTYLE INFRACON PRIVATE LIMITED,U70109WB2022PTC258209,"A/41/1, GANGA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/LIVINGSTYLE-INFRACON-PRIVATE-LIMITED-U70109WB2022PTC258209
700099,Kolkata,Calcutta South,Kalikapur S.O,PROZENIC REALESTATE PRIVATE LIMITED,U70109WB2022PTC258239,"B/83, GANGA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/PROZENIC-REALESTATE-PRIVATE-LIMITED-U70109WB2022PTC258239
700099,Kolkata,Calcutta South,Kalikapur S.O,ONEDGE INFRATECH PRIVATE LIMITED,U70109WB2022PTC258319,"83, AHALLYA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/ONEDGE-INFRATECH-PRIVATE-LIMITED-U70109WB2022PTC258319
700099,Kolkata,Calcutta South,Kalikapur S.O,CONKART REALESTATE PRIVATE LIMITED,U70109WB2022PTC258337,"3RD FLOOR, FLAT-J5, 1413 MUKUNDAPUR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/CONKART-REALESTATE-PRIVATE-LIMITED-U70109WB2022PTC258337
700119,North 24 Parganas,North Presidency,Bandipur B.O,V3D DEVELOPERS PRIVATE LIMITED,U70109WB2022PTC258402,"23/A/1 PARK ROAD, WARD NO-1 PO & PS TITAGARH 3RD FLOOR   , KOLKATA, West Bengal, India - 700119  KOLKATA West Bengal 700119 India",https://www.zaubacorp.com/V3D-DEVELOPERS-PRIVATE-LIMITED-U70109WB2022PTC258402
700099,Kolkata,Calcutta South,Kalikapur S.O,INERSIA PROJECTS PRIVATE LIMITED,U70109WB2022PTC258898,"B/83, GANGA NAGAR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/INERSIA-PROJECTS-PRIVATE-LIMITED-U70109WB2022PTC258898
700054,Kolkata,Kolkata East,Bengal Chemical S.O,VRIDZ REALTY PRIVATE LIMITED,U70109WB2022PTC259369,"28Y RAMKRISHNA SAMADHI ROAD   , Kankurgachi, West Bengal, India - 700054  Kankurgachi West Bengal 700054 India",https://www.zaubacorp.com/VRIDZ-REALTY-PRIVATE-LIMITED-U70109WB2022PTC259369
700099,Kolkata,Calcutta South,Kalikapur S.O,BRAWNYBUILD PROJECTS PRIVATE LIMITED,U70109WB2022PTC259399,"4TH FLOOR, FLAT-07, 1413 MUKUNDAPUR   , KOLKATA, West Bengal, India - 700099  KOLKATA West Bengal 700099 India",https://www.zaubacorp.com/BRAWNYBUILD-PROJECTS-PRIVATE-LIMITED-U70109WB2022PTC259399
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,AMARDHAM CONCLAVE PRIVATE LIMITED,U70109WB2023PTC259474,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/AMARDHAM-CONCLAVE-PRIVATE-LIMITED-U70109WB2023PTC259474
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,BABABHOLENATH NIWAS PRIVATE LIMITED,U70109WB2023PTC259475,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/BABABHOLENATH-NIWAS-PRIVATE-LIMITED-U70109WB2023PTC259475
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,CHANDRAPRABHA INFRATECH PRIVATE LIMITED,U70109WB2023PTC259479,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/CHANDRAPRABHA-INFRATECH-PRIVATE-LIMITED-U70109WB2023PTC259479
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,NAVSHAKTI NIWAS PRIVATE LIMITED,U70109WB2023PTC259480,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/NAVSHAKTI-NIWAS-PRIVATE-LIMITED-U70109WB2023PTC259480
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,NAVSHAKTI LANDCON PRIVATE LIMITED,U70109WB2023PTC259488,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/NAVSHAKTI-LANDCON-PRIVATE-LIMITED-U70109WB2023PTC259488
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,RUDRANARAYAN NIWAS PRIVATE LIMITED,U70109WB2023PTC259503,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/RUDRANARAYAN-NIWAS-PRIVATE-LIMITED-U70109WB2023PTC259503
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,SHANKATMOCHAN ABASAN PRIVATE LIMITED,U70109WB2023PTC259504,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/SHANKATMOCHAN-ABASAN-PRIVATE-LIMITED-U70109WB2023PTC259504
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,AADISHIVSHAKTI ESTATE PRIVATE LIMITED,U70109WB2023PTC259506,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/AADISHIVSHAKTI-ESTATE-PRIVATE-LIMITED-U70109WB2023PTC259506
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,RAMDHANU ESTATE PRIVATE LIMITED,U70109WB2023PTC259507,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/RAMDHANU-ESTATE-PRIVATE-LIMITED-U70109WB2023PTC259507
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,ABHIMAN REALTY PRIVATE LIMITED,U70109WB2023PTC259508,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/ABHIMAN-REALTY-PRIVATE-LIMITED-U70109WB2023PTC259508
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,DEVBHUMI NIRMAN PRIVATE LIMITED,U70109WB2023PTC259509,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/DEVBHUMI-NIRMAN-PRIVATE-LIMITED-U70109WB2023PTC259509
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,DEVKANYA REAL ESTATE PRIVATE LIMITED,U70109WB2023PTC259510,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/DEVKANYA-REAL-ESTATE-PRIVATE-LIMITED-U70109WB2023PTC259510
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,DEVKANYA NIWAS PRIVATE LIMITED,U70109WB2023PTC259511,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/DEVKANYA-NIWAS-PRIVATE-LIMITED-U70109WB2023PTC259511
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,DEVANSH CONCLAVE PRIVATE LIMITED,U70109WB2023PTC259512,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/DEVANSH-CONCLAVE-PRIVATE-LIMITED-U70109WB2023PTC259512
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,DEVYALAY NIRMAN PRIVATE LIMITED,U70109WB2023PTC259514,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/DEVYALAY-NIRMAN-PRIVATE-LIMITED-U70109WB2023PTC259514
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,TEJPRAKASH CONCLAVE PRIVATE LIMITED,U70109WB2023PTC259516,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/TEJPRAKASH-CONCLAVE-PRIVATE-LIMITED-U70109WB2023PTC259516
700091,North 24 Parganas,Kolkata East,Bidhan Nagar CK Market S.O,STYRAX HOUSING PRIVATE LIMITED,U70109WB2023PTC259530,"DN-1,SECTOR-5,SALT LAKE 8TH FLOOR KOLKATA Kolkata WB 700091 IN  Kolkata West Bengal 700091",https://www.zaubacorp.com/STYRAX-HOUSING-PRIVATE-LIMITED-U70109WB2023PTC259530
700157,North 24 Parganas,Kolkata East,Hatiara S.O,ARTISTICAN PRIVATE LIMITED,U70109WB2023PTC259572,"HATIARA PASCHIM PARA, NEW TOWN   , Kolkata, West Bengal, India - 700157  Kolkata West Bengal 700157 India",https://www.zaubacorp.com/ARTISTICAN-PRIVATE-LIMITED-U70109WB2023PTC259572
700140,South 24 Parganas,South Presidency,Akra Krishnanagar B.O,ATMAJYOTI CONSTRUCTION PRIVATE LIMITED,U70109WB2023PTC259588,"C/O. BHIMANDAS MULCHANDANI CHAK CHANDUL NANGI, BATANAGAR   , KOLKATA, West Bengal, India - 700140  KOLKATA West Bengal 700140 India",https://www.zaubacorp.com/ATMAJYOTI-CONSTRUCTION-PRIVATE-LIMITED-U70109WB2023PTC259588
700014,Kolkata,Kolkata Central,Asylum Lane S.O,NESTRUCT PRIVATE LIMITED,U70109WB2023PTC259749,"64 J Linton Street   , Kolkata, West Bengal, India - 700014  Kolkata West Bengal 700014 India",https://www.zaubacorp.com/NESTRUCT-PRIVATE-LIMITED-U70109WB2023PTC259749
700070,South 24 Parganas,South Presidency,Bansdroni S.O,TIRTHAYAAD INTERNATIONAL PRIVATE LIMITED,U70109WB2023PTC259757,"D/10 AUROBINDA PARK BANSDRONI   , KOLKATA, West Bengal, India - 700070  KOLKATA West Bengal 700070 India",https://www.zaubacorp.com/TIRTHAYAAD-INTERNATIONAL-PRIVATE-LIMITED-U70109WB2023PTC259757
700144,South 24 Parganas,South Presidency,Baruipur H.O,BENGAL EDGE INFRA PRIVATE LIMITED,U70109WB2023PTC259786,"C/O SAFIUDDDIN NASKAR KHODAR BAZAR NISCHINTAPUR, PO - PS .BARUIPUR   , KOLKATA, West Bengal, India - 700144  KOLKATA West Bengal 700144 India",https://www.zaubacorp.com/BENGAL-EDGE-INFRA-PRIVATE-LIMITED-U70109WB2023PTC259786
700065,Kolkata,Kolkata North,Durganagar S.O,ADVANTA DREAMLAND INTERIOR DESIGN PRIVATE LIMITED,U70109WB2023PTC259834,"BL-02, 3RD-FR, FL-3C 26/2 HEALTH INSTITUTE ROAD   , KOLKATA, West Bengal, India - 700065  KOLKATA West Bengal 700065 India",https://www.zaubacorp.com/ADVANTA-DREAMLAND-INTERIOR-DESIGN-PRIVATE-LIMITED-U70109WB2023PTC259834
742405,Murshidabad,Murshidabad,Charmahula B.O,R G T CITY REAL ESTATE PRIVATE LIMITED,U70200AN2015PTC000249,"RANGAT   , PORT BLAIR, Andaman & Nicobar, India - 744205  PORT BLAIR Andaman & Nicobar 744205 India",https://www.zaubacorp.com/R-G-T-CITY-REAL-ESTATE-PRIVATE-LIMITED-U70200AN2015PTC000249
743357,South 24 Parganas,South Presidency,Bagdanga B.O,PERAM STRUCTURES PRIVATE LIMITED,U70200AP2010PTC066550,"# 2-4-28, POLICE QUARTERS, BUDWEL ROAD GIDDALUR   , GIDDALUR, Andhra Pradesh, India - 523357  GIDDALUR Andhra Pradesh 523357 India",https://www.zaubacorp.com/PERAM-STRUCTURES-PRIVATE-LIMITED-U70200AP2010PTC066550
743395,South 24 Parganas,South Presidency,Bazarberia B.O,PROGREEN ESTATES AND FARMS PRIVATE LIMITED,U70200AP2018PTC109767,"NO.20-339/5, OPP: COLLECTOR BUNGLOW, CHILKALPUDI,   , MACHILIPATNAM, Andhra Pradesh, India - 521001  MACHILIPATNAM Andhra Pradesh 521001 India",https://www.zaubacorp.com/PROGREEN-ESTATES-AND-FARMS-PRIVATE-LIMITED-U70200AP2018PTC109767
743437,North 24 Parganas,Barasat,Arbelia B.O,DATTA KRUPA TRADING AND INFRA DEVELOPERS PRIVATE LIMITED,U70200AP2020PTC114094,"HNO2-34-5,CHINTA VARI STREET PERRAJUPETA KAKINADA CITY, KAKINADA UBAN   , KAKINADA, Andhra Pradesh, India - 533002  KAKINADA Andhra Pradesh 533437 India",https://www.zaubacorp.com/DATTA-KRUPA-TRADING-AND-INFRA-DEVELOPERS-PRIVATE-LIMITED-U70200AP2020PTC114094
743439,North 24 Parganas,Barasat,Bhanderkhali B.O,ASHRAYA RESEARCH PRIVATE LIMITED,U70200AP2022PTC122892,"4-3-439, DARGA STREET, PULIVENDULA YSR KADAPA   , CUDDAPAK, Andhra Pradesh, India - 516390  CUDDAPAK Andhra Pradesh 516390 India",https://www.zaubacorp.com/ASHRAYA-RESEARCH-PRIVATE-LIMITED-U70200AP2022PTC122892
743251,North 24 Parganas,Barasat,Ambikapur Mamudpur B.O,BLUEPRINT LABS (OPC) PRIVATE LIMITED,U70200AP2023OPC112596,"1-49-25/1 Aerodrome Road,,Tadepalligudem,West Godavari,Andhra Pradesh,534101-India  West Godavari Andhra Pradesh 534101 India",https://www.zaubacorp.com/BLUEPRINT-LABS-OPC-PRIVATE-LIMITED-U70200AP2023OPC112596
721242,West Midnapore,Midnapore,Deopur Amdan B.O,CERTIGO QAS PRIVATE LIMITED,U70200AP2023PTC110757,"Flat no FF-1, Door No. 12-1-20/2, Srinivasa, Kannayyapeta,,above SBI Life Insurance, Near Green Park Hotel, Opp lane to HDFC Bank,Visakhapatnam,Visakhapatnam,Andhra Pradesh,530002-India  Visakhapatnam Andhra Pradesh 530002 India",https://www.zaubacorp.com/CERTIGO-QAS-PRIVATE-LIMITED-U70200AP2023PTC110757
723212,Puruliya,Purulia,Atna B.O,PENGWINO CONSULTING SERVICES PRIVATE LIMITED,U70200AP2024PTC114069,"Thimmanapalem Korisapadu,,Korisapadu Mandalam,Ongole,Prakasam,Andhra Pradesh,523212-India  Prakasam Andhra Pradesh 523212 India",https://www.zaubacorp.com/PENGWINO-CONSULTING-SERVICES-PRIVATE-LIMITED-U70200AP2024PTC114069
741156,Nadia,Nadia North,Bali B.O,SAM SIMBU ENTERPRISES PRIVATE LIMITED,U70200AP2024PTC114414,"D No.14-125/6,RVM Street, North Palace Road,Palamaner,Chittoor,Andhra Pradesh,517425-India  Chittoor Andhra Pradesh 517425 India",https://www.zaubacorp.com/SAM-SIMBU-ENTERPRISES-PRIVATE-LIMITED-U70200AP2024PTC114414
743357,South 24 Parganas,South Presidency,Bagdanga B.O,MAYU FINTECH PRIVATE LIMITED,U70200AP2024PTC115382,"1-2, NARAVA ROAD,Giddalur,Prakasam,Andhra Pradesh,523357-India  Prakasam Andhra Pradesh 523357 India",https://www.zaubacorp.com/MAYU-FINTECH-PRIVATE-LIMITED-U70200AP2024PTC115382
721517,West Midnapore,Midnapore,Aguiboni B.O,SHINRAI DYNAMICS PRIVATE LIMITED,U70200AP2024PTC116334,"D.No.12-17-17/B, Opposite Registrar Office,Prakash Nagar Main,Road,Narasaraopet,Narasaraopet,Guntur,Andhra Pradesh,522601-India  Guntur Andhra Pradesh 522601 India",https://www.zaubacorp.com/SHINRAI-DYNAMICS-PRIVATE-LIMITED-U70200AP2024PTC116334
743286,North 24 Parganas,Barasat,Banglani B.O,SUBHAPRIYA INDUSTRIAL AND TECHNICAL CONSULTANCY PRIVATE LIMITED,U70200AP2025PTC119265,"6-52,,alluru ,,Ongole,Prakasam,Andhra Pradesh,523286-India  Prakasam Andhra Pradesh 523286 India",https://www.zaubacorp.com/SUBHAPRIYA-INDUSTRIAL-AND-TECHNICAL-CONSULTANCY-PRIVATE-LIMITED-U70200AP2025PTC119265
721436,West Midnapore,Contai,Amarda B.O,TRIOVA ENTERPRISES PRIVATE LIMITED,U70200AP2025PTC119381,"27/1/436,BALAJI NAGAR,NEAR SWAMYDAS SCHOOL,Nellore,Nellore,Andhra Pradesh,524002-India  Nellore Andhra Pradesh 524002 India",https://www.zaubacorp.com/TRIOVA-ENTERPRISES-PRIVATE-LIMITED-U70200AP2025PTC119381
