PIN Code,District,Division / Sub-Division,Post Office / Area,Company Name,CIN / LLPIN,Address,Zauba URL
741121,Nadia,Nadia South,Arbandi B.O,BESTMAN RUBBER INDIA PRIVATE LIMITED,U22190PB2024PTC061629,"St. No.4, Ganpati Colony,Sahnewal Dehlon Road,Ludhiana (East),Ludhiana,Punjab,141120-India  Ludhiana Punjab 141120 India",https://www.zaubacorp.com/BESTMAN-RUBBER-INDIA-PRIVATE-LIMITED-U22190PB2024PTC061629
742201,Murshidabad,Murshidabad,Aurangabad S.O (Murshidabad),RAHATINFRA RESIDENCY PRIVATE LIMITED,U22190PB2025PTC064615,"Duneke,Aggarwal Colony,Moga,Moga,Punjab,142001-India  Moga Punjab 142001 India",https://www.zaubacorp.com/RAHATINFRA-RESIDENCY-PRIVATE-LIMITED-U22190PB2025PTC064615
721128,West Midnapore,Midnapore,Andharia Bandri Sole B.O,INDIROM E-PUBLICATIONS PRIVATE LIMITED,U22190TG2012PTC083997,"10-1-128, A-303, San Remo Apartments Lane Beside Canara Bank, Masab Tank   , Hyderabad, Telangana, India - 500028  Hyderabad Telangana 500028 India",https://www.zaubacorp.com/INDIROM-E-PUBLICATIONS-PRIVATE-LIMITED-U22190TG2012PTC083997
743609,South 24 Parganas,South Presidency,Beramara B.O,A&A MEDIA SOLUTIONS PRIVATE LIMITED,U22190UP2018PTC110805,"SHOP NO. 23 QADEER MARKET   , BUDAUN, Uttar Pradesh, India - 243601  BUDAUN Uttar Pradesh 243601 India",https://www.zaubacorp.com/A-AND-A-MEDIA-SOLUTIONS-PRIVATE-LIMITED-U22190UP2018PTC110805
721260,West Midnapore,Midnapore,Amdangra B.O,NIO TIMES NEWS NETWORK PRIVATE LIMITED,U22190UP2022PTC159905,"35D KESHAV VILLA CHITRANSH NAGAR, FATEHPUR   , FATEHPUR, Uttar Pradesh, India - 212601  FATEHPUR Uttar Pradesh 212601 India",https://www.zaubacorp.com/NIO-TIMES-NEWS-NETWORK-PRIVATE-LIMITED-U22190UP2022PTC159905
700009,Kolkata,Kolkata East,Parsibagan S.O,PUTHIPATRA (CALCUTTA) PVT LTD,U22190WB1986PTC040474,"9 ANTHONY BAGAN LANE   , KOLKATA, West Bengal, India - 700009  KOLKATA West Bengal 700009 India",https://www.zaubacorp.com/PUTHIPATRA-CALCUTTA-PVT-LTD-U22190WB1986PTC040474
700016,Kolkata,Kolkata Central,Elliot Road S.O,UXHUR LTD,U22190WB1994PLC063269,"31 CHOWRINGHEE RD   , KOLKATA, West Bengal, India - 700016  KOLKATA West Bengal 700016 India",https://www.zaubacorp.com/UXHUR-LTD-U22190WB1994PLC063269
700071,Kolkata,Kolkata Central,Little Russel Street S.O,AMRITA MEDIA PVT LTD,U22190WB1995PTC071900,"41 CHOWRINGHEE ROAD   , KOLKATA, West Bengal, India - 700071  KOLKATA West Bengal 700071 India",https://www.zaubacorp.com/AMRITA-MEDIA-PVT-LTD-U22190WB1995PTC071900
700078,Kolkata,Calcutta South,Haltu S.O,NAP-DOT GRAPHICS SYSTEMS PVT.LTD.,U22190WB1995PTC072862,"KASBA INDUSTRIAL ESTATEPHASES III SHED NO 35 36 37   , KOLKATA, West Bengal, India - 700078  KOLKATA West Bengal 700078 India",https://www.zaubacorp.com/NAP-DOT-GRAPHICS-SYSTEMS-PVT-LTD-U22190WB1995PTC072862
700055,North 24 Parganas,Kolkata East,Bangur Avenue S.O,PRINT-O-ADVERTISEMENT PVT LTD,U22190WB1996PTC080799,"230 DUM DUM PARK   , KOLKATA, West Bengal, India - 700055  KOLKATA West Bengal 700055 India",https://www.zaubacorp.com/PRINT-O-ADVERTISEMENT-PVT-LTD-U22190WB1996PTC080799
700014,Kolkata,Kolkata Central,Asylum Lane S.O,S.S.S. PRINT HOUSE PRIVATE LIMITED,U22190WB1997PTC085865,"10A CREEK LANE   , CALCUTTA, West Bengal, India - 700014  CALCUTTA West Bengal 700014 India",https://www.zaubacorp.com/S-S-S-PRINT-HOUSE-PRIVATE-LIMITED-U22190WB1997PTC085865
743136,North 24 Parganas,North Presidency,Nabanagar S.O,SIGNORA ADVERTISING CO PRIVATE LIMITED,U22190WB1999PTC089776,"SHANTINAGAR, RAHARA, 24 PARG-ANAS(N) 743186   , ANAS(N) 743186, West Bengal, India - 000000  ANAS(N) 743186 West Bengal 743186 India",https://www.zaubacorp.com/SIGNORA-ADVERTISING-CO-PRIVATE-LIMITED-U22190WB1999PTC089776
700065,Kolkata,Kolkata North,Durganagar S.O,S SEN SERVICE ADVERTISING PVT LTD,U22190WB2002PTC094346,"197, RABINDRA SARANI FAIRLAND BUILDING, OPPOSITE METRO CARSHA DE  , KOLKATA, West Bengal, India - 700065  KOLKATA West Bengal 700065 India",https://www.zaubacorp.com/S-SEN-SERVICE-ADVERTISING-PVT-LTD-U22190WB2002PTC094346
700005,Kolkata,Kolkata North,Ahritola S.O,KARUKRIT PUBLICITY PRIVATE LIMITED,U22190WB2002PTC095235,"13A MADANMOHAN TALA STREET   , KOLKATA, West Bengal, India - 700005  KOLKATA West Bengal 700005 India",https://www.zaubacorp.com/KARUKRIT-PUBLICITY-PRIVATE-LIMITED-U22190WB2002PTC095235
700009,Kolkata,Kolkata East,Parsibagan S.O,D. N. PRAKASHAN PRIVATE LIMITED,U22190WB2006PTC112054,"35/2 BENIATOLA LANE   , KOLKATA, West Bengal, India - 700009  KOLKATA West Bengal 700009 India",https://www.zaubacorp.com/D-N-PRAKASHAN-PRIVATE-LIMITED-U22190WB2006PTC112054
